'charged', 'aliphatic', 'aromatic', 'polar', 'neutral', 'hydrophobic', 'positively_charged', 'negatively_charged', 'tiny', 'small', 'large',Label
8.8, 27.2, 13.2, 9.6, 52.8, 37.6, 4.4, 4.4, 47.2, 40.8, 12.0,other
16.382, 25.085, 14.676, 19.113, 41.809, 39.078, 8.874, 7.509, 34.983, 48.805, 16.212,other
14.886, 25.744, 13.135, 20.49, 40.806, 38.704, 7.706, 7.18, 39.405, 46.235, 14.361,other
15.178, 25.834, 12.487, 20.022, 42.196, 37.783, 8.611, 6.566, 35.414, 50.7, 13.886,other
21.091, 20.727, 11.273, 33.455, 37.091, 29.455, 13.091, 8.0, 36.727, 50.909, 12.364,other
21.65, 26.865, 12.145, 29.109, 33.729, 37.162, 12.211, 9.439, 31.023, 54.257, 14.719,other
21.543, 24.454, 12.518, 24.745, 39.01, 36.245, 12.809, 8.734, 34.352, 48.472, 17.176,other
21.873, 26.124, 11.214, 28.897, 34.627, 36.476, 11.214, 10.659, 31.978, 52.619, 15.404,other
22.359, 24.531, 13.263, 26.408, 37.031, 36.561, 12.441, 9.918, 32.394, 51.291, 16.315,other
24.261, 24.015, 9.852, 30.911, 36.453, 32.635, 13.3, 10.961, 34.113, 53.448, 12.438,other
21.461, 23.343, 13.705, 27.861, 36.069, 36.069, 11.672, 9.789, 31.25, 53.539, 15.211,other
25.0, 20.06, 8.383, 32.335, 40.868, 26.796, 11.826, 13.174, 38.024, 50.898, 11.078,other
18.017, 25.834, 9.628, 25.262, 38.704, 36.034, 8.77, 9.247, 35.462, 52.336, 12.202,other
22.872, 19.149, 13.83, 28.191, 39.362, 32.447, 11.702, 11.17, 32.979, 52.128, 14.894,other
11.594, 29.348, 10.507, 15.942, 46.014, 38.043, 6.884, 4.71, 39.493, 49.638, 10.87,other
12.698, 28.77, 16.071, 16.865, 36.706, 46.429, 7.143, 5.556, 32.143, 49.206, 18.651,other
22.002, 23.715, 15.149, 26.691, 37.511, 35.798, 12.894, 9.107, 30.207, 54.734, 15.059,other
22.124, 26.106, 16.814, 25.664, 29.646, 44.69, 14.602, 7.522, 26.991, 53.982, 19.027,other
30.325, 25.993, 6.859, 36.462, 29.242, 34.296, 12.274, 18.051, 31.408, 57.401, 11.191,other
24.365, 23.169, 15.546, 30.643, 34.529, 34.828, 13.752, 10.613, 29.895, 52.317, 17.788,other
22.197, 20.09, 8.804, 32.355, 41.234, 26.411, 9.932, 12.265, 32.129, 55.079, 12.792,other
22.667, 22.333, 12.667, 29.333, 38.333, 32.333, 15.333, 7.333, 33.667, 50.0, 16.333,other
15.986, 24.334, 16.163, 19.183, 40.675, 40.142, 8.881, 7.105, 36.767, 47.425, 15.808,other
24.796, 27.793, 16.621, 28.61, 29.7, 41.689, 12.807, 11.989, 27.52, 53.406, 19.074,other
17.486, 30.601, 9.016, 24.863, 33.333, 41.803, 9.836, 7.65, 33.06, 53.552, 13.388,other
11.951, 31.22, 10.976, 18.049, 37.805, 44.146, 7.073, 4.878, 33.659, 52.683, 13.659,other
13.129, 30.416, 10.722, 17.943, 39.825, 42.232, 8.315, 4.814, 34.573, 50.547, 14.88,other
17.798, 23.119, 12.844, 21.835, 40.734, 37.431, 8.807, 8.991, 30.275, 54.312, 15.413,other
19.759, 30.12, 10.602, 26.747, 32.53, 40.723, 11.084, 8.675, 31.084, 55.422, 13.494,other
9.848, 31.313, 9.848, 14.646, 40.657, 44.697, 6.313, 3.535, 38.889, 48.232, 12.879,other
12.088, 19.78, 2.198, 27.473, 41.758, 30.769, 9.89, 2.198, 45.055, 48.352, 6.593,other
11.058, 30.769, 10.577, 15.144, 42.308, 42.548, 6.25, 4.808, 38.462, 49.279, 12.26,other
32.031, 21.875, 7.812, 39.062, 30.469, 30.469, 12.5, 19.531, 27.344, 61.719, 10.938,other
21.84, 20.847, 14.229, 28.524, 38.518, 32.958, 11.913, 9.927, 34.083, 48.842, 17.075,other
17.124, 23.263, 11.955, 22.779, 42.165, 35.057, 9.693, 7.431, 34.895, 51.212, 13.893,other
31.928, 18.072, 13.253, 34.639, 37.349, 28.012, 16.566, 15.361, 30.12, 54.217, 15.663,other
13.666, 30.152, 15.618, 17.354, 39.262, 43.384, 8.677, 4.989, 32.104, 50.976, 16.92,other
20.464, 24.093, 12.046, 27.286, 39.187, 33.527, 11.03, 9.434, 33.672, 50.653, 15.675,other
10.268, 30.357, 9.821, 12.5, 46.429, 41.071, 5.58, 4.688, 37.5, 52.679, 9.821,other
12.839, 26.944, 10.669, 17.722, 41.772, 40.506, 7.595, 5.244, 38.156, 47.74, 14.105,other
16.54, 26.859, 12.443, 22.458, 35.812, 41.73, 9.56, 6.98, 35.053, 49.924, 15.023,other
13.523, 25.71, 16.194, 19.533, 38.397, 42.07, 7.346, 6.177, 33.89, 47.412, 18.698,other
29.592, 22.449, 14.626, 39.456, 29.252, 31.293, 15.646, 13.946, 27.211, 56.803, 15.986,other
17.025, 24.132, 12.893, 21.488, 43.636, 34.876, 9.421, 7.603, 38.182, 47.769, 14.05,other
20.037, 24.157, 14.794, 25.094, 36.142, 38.764, 10.487, 9.551, 33.521, 49.625, 16.854,other
16.72, 23.633, 12.862, 21.704, 42.605, 35.691, 8.842, 7.878, 36.334, 48.553, 15.113,other
14.103, 25.385, 14.359, 20.0, 40.769, 39.231, 8.974, 5.128, 36.923, 46.41, 16.667,other
12.329, 28.767, 15.068, 16.438, 32.877, 50.685, 8.219, 4.11, 27.397, 53.425, 19.178,other
21.417, 21.417, 19.056, 26.307, 37.268, 36.425, 12.816, 8.6, 31.535, 46.543, 21.922,other
17.313, 22.388, 12.836, 25.075, 43.284, 31.642, 11.94, 5.373, 35.821, 49.552, 14.627,other
21.166, 24.84, 11.022, 26.278, 39.936, 33.786, 11.581, 9.585, 37.38, 47.684, 14.936,other
22.551, 24.883, 8.942, 28.383, 37.869, 33.748, 11.509, 11.042, 38.336, 49.611, 12.053,other
22.129, 24.241, 12.363, 28.113, 36.076, 35.812, 11.439, 10.691, 31.808, 53.19, 15.002,other
22.256, 23.316, 10.901, 29.523, 36.109, 34.368, 11.431, 10.825, 35.655, 49.432, 14.913,other
19.635, 24.962, 12.177, 25.723, 37.747, 36.53, 11.872, 7.763, 33.333, 51.903, 14.764,other
32.609, 17.391, 9.783, 36.957, 35.87, 27.174, 15.217, 17.391, 32.609, 56.522, 10.87,other
22.483, 21.477, 15.101, 27.517, 37.919, 34.564, 15.101, 7.383, 36.242, 44.631, 19.128,other
15.985, 28.996, 10.037, 21.19, 40.892, 37.918, 8.922, 7.063, 40.892, 46.84, 12.268,other
10.823, 28.139, 14.286, 11.688, 48.052, 40.26, 6.494, 4.329, 41.991, 43.723, 14.286,other
44.03, 11.194, 3.731, 49.254, 31.343, 19.403, 19.403, 24.627, 31.343, 58.955, 9.701,other
24.752, 20.198, 12.673, 29.307, 39.01, 31.683, 15.248, 9.505, 33.267, 52.079, 14.653,other
22.955, 19.318, 8.409, 26.591, 45.455, 27.955, 12.273, 10.682, 40.455, 44.318, 15.227,other
26.042, 24.653, 10.069, 30.556, 36.458, 32.986, 12.5, 13.542, 32.292, 57.986, 9.722,other
12.795, 25.0, 16.535, 17.52, 41.929, 40.551, 6.693, 6.102, 37.598, 44.094, 18.307,other
15.942, 31.401, 11.836, 19.807, 35.024, 45.169, 9.662, 6.28, 31.643, 50.966, 17.391,other
13.167, 27.402, 13.523, 16.37, 42.705, 40.925, 7.117, 6.05, 38.078, 47.687, 14.235,other
15.27, 21.633, 13.256, 21.633, 43.372, 34.995, 8.696, 6.575, 36.585, 48.25, 15.164,other
20.253, 24.81, 15.949, 25.57, 34.684, 39.747, 12.152, 8.101, 30.38, 50.633, 18.987,other
15.556, 26.667, 11.111, 23.056, 38.056, 38.889, 9.167, 6.389, 33.333, 52.222, 14.444,other
24.183, 21.786, 8.932, 33.987, 35.294, 30.719, 13.943, 10.24, 32.026, 55.991, 11.983,other
12.276, 30.435, 10.742, 13.555, 41.944, 44.501, 7.928, 4.348, 38.363, 48.338, 13.299,other
21.345, 27.023, 11.619, 27.089, 34.726, 38.185, 11.488, 9.856, 32.311, 53.329, 14.36,other
18.531, 32.168, 6.993, 27.622, 32.867, 39.51, 9.441, 9.091, 34.615, 52.098, 13.287,other
24.503, 23.179, 11.258, 27.152, 38.411, 34.437, 11.921, 12.583, 33.775, 49.669, 16.556,other
14.883, 21.237, 18.227, 19.732, 41.973, 38.294, 8.528, 6.355, 36.957, 44.147, 18.896,other
20.968, 25.161, 11.935, 26.452, 38.065, 35.484, 14.194, 6.774, 31.613, 53.548, 14.839,other
10.052, 33.763, 12.113, 13.402, 40.464, 46.134, 5.928, 4.124, 36.082, 50.0, 13.918,other
15.854, 26.655, 12.369, 21.777, 40.244, 37.979, 8.188, 7.666, 37.631, 48.432, 13.937,other
16.559, 22.186, 11.897, 22.508, 44.212, 33.28, 9.968, 6.592, 38.103, 47.749, 14.148,other
13.274, 28.319, 14.381, 17.035, 40.265, 42.699, 7.743, 5.531, 34.071, 49.558, 16.372,other
25.402, 26.897, 12.184, 32.874, 30.69, 36.437, 15.287, 10.115, 28.161, 55.057, 16.782,other
39.237, 19.389, 7.481, 45.191, 29.008, 25.802, 19.542, 19.695, 24.275, 64.58, 11.145,other
28.481, 21.994, 6.804, 35.443, 33.703, 30.854, 16.139, 12.342, 32.911, 54.905, 12.184,other
16.464, 25.997, 15.771, 20.451, 39.341, 40.208, 9.705, 6.759, 34.315, 48.007, 17.678,other
17.511, 24.602, 14.472, 22.576, 38.35, 39.074, 9.986, 7.525, 34.009, 49.928, 16.064,other
15.721, 27.553, 17.666, 20.259, 37.763, 41.977, 8.914, 6.807, 31.929, 49.433, 18.639,other
12.707, 27.993, 15.101, 18.048, 39.227, 42.726, 7.551, 5.157, 35.912, 49.355, 14.733,other
21.311, 26.639, 12.5, 25.0, 37.295, 37.705, 13.115, 8.197, 31.557, 52.049, 16.393,other
24.268, 20.921, 5.021, 31.381, 42.678, 25.941, 14.226, 10.042, 26.778, 63.18, 10.042,other
20.03, 23.065, 12.595, 23.672, 40.971, 35.357, 10.926, 9.105, 34.598, 49.469, 15.933,other
12.121, 35.431, 9.557, 14.219, 40.793, 44.988, 6.993, 5.128, 35.431, 54.079, 10.49,other
16.541, 26.692, 10.714, 18.421, 46.053, 35.526, 8.459, 8.083, 37.406, 47.744, 14.85,other
14.369, 27.573, 10.68, 18.835, 40.777, 40.388, 7.573, 6.796, 35.728, 52.039, 12.233,other
19.288, 25.816, 12.166, 25.816, 36.499, 37.685, 11.869, 7.418, 31.751, 51.929, 16.32,other
21.379, 26.345, 11.172, 26.483, 36.966, 36.552, 11.724, 9.655, 35.31, 48.69, 16.0,other
20.91, 27.243, 11.873, 25.264, 36.544, 38.193, 11.544, 9.367, 33.839, 51.451, 14.71,other
22.473, 26.309, 13.337, 27.527, 33.8, 38.672, 12.119, 10.353, 30.146, 55.542, 14.312,other
24.027, 24.564, 10.604, 28.322, 38.926, 32.752, 13.96, 10.067, 32.752, 51.007, 16.242,other
19.479, 27.147, 11.81, 26.227, 34.816, 38.957, 11.043, 8.436, 30.982, 53.221, 15.798,other
37.931, 16.092, 10.345, 43.678, 31.034, 25.287, 20.69, 17.241, 32.184, 56.322, 11.494,other
19.417, 22.33, 12.298, 26.214, 40.453, 33.333, 12.621, 6.796, 39.806, 42.718, 17.476,other
16.236, 28.044, 11.439, 18.819, 43.542, 37.638, 9.225, 7.011, 38.007, 48.708, 13.284,other
14.639, 24.33, 18.969, 18.144, 42.268, 39.588, 9.485, 5.155, 35.258, 46.598, 18.144,other
17.737, 22.018, 9.174, 25.076, 43.731, 31.193, 11.927, 5.81, 38.838, 49.847, 11.315,other
23.298, 21.466, 13.351, 29.581, 37.696, 32.723, 13.874, 9.424, 32.723, 51.309, 15.969,other
27.492, 26.284, 6.042, 29.305, 38.369, 32.326, 14.502, 12.991, 39.879, 47.432, 12.689,other
18.045, 34.586, 11.654, 21.053, 31.203, 47.744, 12.03, 6.015, 27.444, 57.143, 15.414,other
13.696, 24.39, 15.76, 19.7, 41.463, 38.837, 6.379, 7.317, 37.148, 45.966, 16.886,other
17.84, 24.257, 16.275, 24.257, 38.341, 37.402, 9.39, 8.451, 34.898, 46.322, 18.779,other
15.044, 24.558, 17.035, 18.584, 39.823, 41.593, 8.85, 6.195, 32.743, 48.009, 19.248,other
27.031, 25.469, 5.781, 33.125, 36.25, 30.625, 14.375, 12.656, 36.562, 49.375, 14.062,other
12.903, 27.894, 17.268, 14.991, 41.935, 43.074, 8.159, 4.744, 34.345, 45.731, 19.924,other
27.807, 22.193, 7.754, 31.551, 34.492, 33.957, 14.706, 13.102, 34.759, 54.278, 10.963,other
14.925, 27.861, 12.438, 18.657, 37.065, 44.279, 9.95, 4.975, 33.831, 48.01, 18.159,other
21.22, 22.812, 15.119, 25.464, 41.91, 32.626, 12.467, 8.753, 35.013, 48.806, 16.18,other
24.635, 25.331, 10.438, 28.949, 35.839, 35.212, 14.196, 10.438, 32.916, 53.375, 13.709,other
25.204, 26.839, 11.035, 30.245, 32.289, 37.466, 14.578, 10.627, 28.202, 57.766, 14.033,other
17.568, 30.18, 13.063, 21.171, 34.234, 44.595, 13.063, 4.505, 26.577, 60.811, 12.613,other
20.588, 20.0, 8.431, 33.725, 39.02, 27.255, 10.98, 9.608, 35.882, 53.922, 10.196,other
20.847, 22.476, 10.423, 28.339, 37.134, 34.528, 13.681, 7.166, 33.225, 52.117, 14.658,other
21.049, 23.6, 15.45, 27.215, 36.215, 36.57, 11.41, 9.639, 32.53, 50.957, 16.513,other
17.041, 21.536, 14.981, 22.285, 40.637, 37.079, 9.551, 7.491, 36.142, 47.378, 16.479,other
16.263, 23.529, 13.841, 19.377, 45.675, 34.948, 10.035, 6.228, 39.446, 44.983, 15.571,other
20.521, 28.99, 13.029, 25.081, 35.505, 39.414, 14.658, 5.863, 29.642, 54.072, 16.287,other
27.081, 24.267, 9.73, 35.522, 32.239, 32.239, 15.358, 11.723, 30.832, 55.686, 13.482,other
25.496, 19.46, 10.961, 30.342, 41.938, 27.72, 13.582, 11.914, 37.172, 49.166, 13.662,other
17.539, 27.749, 16.23, 20.419, 37.173, 42.408, 10.209, 7.33, 32.199, 51.309, 16.492,other
12.028, 30.189, 9.198, 15.802, 42.217, 41.981, 8.019, 4.009, 38.208, 48.585, 13.208,other
13.913, 26.957, 12.826, 18.913, 38.696, 42.391, 8.478, 5.435, 35.652, 49.565, 14.783,other
14.603, 25.714, 15.873, 19.841, 39.841, 40.317, 7.46, 7.143, 34.762, 47.46, 17.778,other
25.269, 27.957, 18.011, 29.032, 27.688, 43.28, 15.054, 10.215, 24.731, 54.032, 21.237,other
22.642, 20.889, 15.229, 26.28, 38.275, 35.445, 11.051, 11.59, 36.523, 44.744, 18.733,other
20.382, 22.611, 13.694, 23.885, 42.675, 33.439, 14.013, 6.369, 35.032, 47.452, 17.516,other
10.465, 39.535, 8.43, 17.151, 32.558, 50.291, 6.105, 4.36, 26.744, 62.209, 11.047,other
12.821, 32.308, 18.462, 13.333, 41.026, 45.641, 6.667, 6.154, 33.333, 51.282, 15.385,other
22.101, 22.826, 9.42, 27.174, 43.841, 28.986, 12.681, 9.42, 43.116, 47.826, 9.058,other
9.935, 31.749, 7.559, 17.279, 40.821, 41.901, 5.4, 4.536, 34.341, 55.94, 9.719,other
14.935, 26.104, 11.169, 18.312, 44.026, 37.662, 7.013, 7.922, 42.208, 45.455, 12.338,other
22.006, 24.184, 10.342, 27.372, 39.347, 33.281, 12.208, 9.798, 36.936, 49.378, 13.686,other
19.689, 27.131, 12.788, 26.184, 35.318, 38.498, 11.434, 8.254, 32.003, 50.812, 17.185,other
21.399, 25.012, 10.144, 26.216, 39.185, 34.599, 11.765, 9.634, 33.905, 51.737, 14.358,other
25.948, 24.431, 13.657, 30.653, 34.294, 35.053, 15.933, 10.015, 29.439, 53.414, 17.147,other
19.465, 24.666, 12.481, 25.854, 37.296, 36.85, 10.996, 8.47, 33.581, 49.629, 16.79,other
34.483, 18.391, 10.345, 43.678, 31.034, 25.287, 14.943, 19.54, 28.736, 59.77, 11.494,other
23.248, 23.908, 12.696, 29.761, 34.048, 36.191, 12.531, 10.717, 32.069, 51.195, 16.735,other
17.957, 26.316, 11.765, 21.053, 39.628, 39.319, 10.217, 7.74, 37.461, 49.536, 13.003,other
14.26, 27.451, 15.686, 18.36, 37.611, 44.029, 8.021, 6.239, 34.403, 49.02, 16.578,other
19.575, 27.594, 14.858, 28.302, 28.538, 43.16, 11.557, 8.019, 28.066, 54.245, 17.689,other
24.438, 20.506, 13.483, 29.775, 37.64, 32.584, 14.045, 10.393, 32.022, 53.09, 14.888,other
10.035, 29.412, 11.765, 15.225, 42.561, 42.215, 7.612, 2.422, 35.986, 47.405, 16.609,other
8.654, 32.212, 8.413, 12.74, 44.471, 42.788, 6.01, 2.644, 38.221, 51.202, 10.577,other
19.727, 24.219, 15.43, 25.586, 34.18, 40.234, 10.742, 8.984, 32.031, 49.609, 18.359,other
20.116, 26.499, 13.926, 25.145, 34.623, 40.232, 9.091, 11.025, 32.495, 51.838, 15.667,other
24.88, 23.923, 12.919, 31.579, 33.971, 34.45, 13.397, 11.483, 27.273, 58.852, 13.876,other
22.687, 23.789, 15.859, 29.736, 30.837, 39.427, 11.894, 10.793, 29.515, 50.661, 19.824,other
30.29, 27.801, 8.299, 32.78, 34.44, 32.78, 15.353, 14.938, 33.195, 52.697, 14.108,other
16.667, 19.333, 9.667, 21.333, 49.333, 29.333, 10.333, 6.333, 45.0, 41.667, 13.333,other
12.844, 33.028, 13.761, 16.514, 35.78, 47.706, 9.174, 3.67, 35.78, 47.706, 16.514,other
14.286, 31.081, 10.618, 16.602, 43.05, 40.347, 8.301, 5.985, 37.645, 49.035, 13.32,other
17.761, 28.686, 9.316, 23.257, 40.416, 36.327, 9.786, 7.976, 34.786, 52.882, 12.332,other
17.13, 22.994, 11.265, 23.92, 41.512, 34.568, 8.488, 8.642, 39.198, 44.907, 15.895,other
15.541, 29.054, 10.811, 20.27, 41.216, 38.514, 8.446, 7.095, 36.486, 51.689, 11.824,other
27.919, 18.477, 7.31, 33.198, 42.335, 24.467, 15.533, 12.386, 35.127, 52.995, 11.878,protein
22.814, 25.053, 9.168, 31.023, 35.821, 33.156, 12.047, 10.768, 32.836, 55.011, 12.154,protein
30.243, 23.4, 6.402, 37.748, 31.788, 30.464, 14.349, 15.894, 31.347, 56.291, 12.362,protein
24.893, 24.464, 6.867, 32.189, 35.622, 32.189, 14.163, 10.73, 33.906, 55.794, 10.3,protein
23.329, 7.412, 8.627, 37.424, 47.145, 15.431, 11.665, 11.665, 47.145, 44.228, 8.627,protein
22.911, 25.209, 11.351, 29.318, 35.237, 35.446, 11.142, 11.769, 31.894, 54.457, 13.649,protein
27.978, 20.446, 10.607, 38.201, 33.436, 28.363, 15.988, 11.991, 29.362, 57.802, 12.836,protein
18.047, 18.343, 15.68, 26.923, 38.757, 34.32, 10.059, 7.988, 32.84, 49.704, 17.456,protein
25.389, 25.907, 6.218, 35.233, 30.052, 34.715, 12.435, 12.953, 30.052, 60.104, 9.845,protein
14.221, 28.894, 12.415, 20.316, 38.6, 41.084, 9.481, 4.74, 31.828, 51.919, 16.253,protein
16.279, 31.008, 14.341, 19.38, 35.271, 45.349, 7.752, 8.527, 28.295, 55.039, 16.667,protein
25.263, 14.737, 6.316, 36.842, 32.632, 30.526, 13.684, 11.579, 38.947, 47.368, 13.684,protein
16.425, 15.459, 10.628, 24.638, 47.826, 27.536, 8.213, 8.213, 42.029, 45.411, 12.56,protein
31.034, 14.943, 9.195, 47.126, 21.839, 31.034, 17.241, 13.793, 28.736, 57.471, 13.793,protein
23.239, 32.394, 4.225, 29.577, 33.803, 36.62, 11.268, 11.972, 30.282, 60.563, 9.155,protein
24.324, 25.884, 11.331, 32.952, 29.418, 37.63, 11.642, 12.682, 28.482, 57.9, 13.617,protein
21.26, 20.472, 14.961, 31.496, 33.071, 35.433, 10.236, 11.024, 33.071, 54.331, 12.598,protein
18.93, 27.023, 12.141, 24.282, 38.773, 36.945, 10.705, 8.225, 34.073, 50.914, 15.013,protein
31.026, 22.519, 8.09, 36.364, 33.862, 29.775, 16.764, 14.262, 30.942, 59.133, 9.925,protein
13.147, 24.701, 19.92, 19.124, 38.247, 42.629, 8.367, 4.781, 29.88, 44.223, 25.896,protein
17.633, 30.676, 10.145, 24.396, 35.507, 40.097, 10.145, 7.488, 32.126, 54.589, 13.285,protein
30.346, 22.03, 12.095, 35.205, 32.397, 32.397, 14.795, 15.551, 30.346, 54.86, 14.795,protein
14.772, 14.58, 8.106, 20.719, 56.691, 22.59, 7.914, 6.859, 48.01, 42.83, 9.161,protein
15.517, 28.325, 19.212, 20.197, 36.946, 42.857, 9.113, 6.404, 28.571, 49.754, 21.675,protein
28.618, 19.079, 13.816, 33.882, 36.513, 29.605, 13.816, 14.803, 29.934, 52.961, 17.105,protein
31.521, 21.643, 8.768, 37.514, 33.185, 29.301, 15.427, 16.093, 30.966, 55.383, 13.651,protein
24.47, 27.542, 11.864, 33.157, 28.496, 38.347, 9.852, 14.619, 26.907, 59.852, 13.242,protein
31.343, 26.866, 4.478, 32.836, 34.328, 32.836, 17.91, 13.433, 41.791, 53.731, 4.478,protein
19.048, 17.143, 5.714, 32.381, 41.905, 25.714, 10.476, 8.571, 40.952, 50.476, 8.571,protein
18.919, 22.072, 7.658, 25.676, 44.595, 29.73, 10.36, 8.559, 41.892, 50.0, 8.108,protein
25.926, 25.926, 8.081, 33.333, 32.66, 34.007, 14.478, 11.448, 32.66, 55.892, 11.448,protein
26.448, 19.718, 10.642, 37.246, 35.681, 27.074, 13.302, 13.146, 33.177, 53.678, 13.146,protein
21.572, 28.154, 11.883, 27.057, 34.918, 38.026, 11.7, 9.872, 30.713, 53.931, 15.356,protein
29.436, 21.219, 12.325, 34.673, 33.995, 31.332, 16.749, 12.686, 29.842, 53.679, 16.479,protein
22.871, 25.061, 7.543, 30.9, 35.645, 33.455, 12.044, 10.827, 32.847, 56.204, 10.949,protein
28.193, 24.971, 8.861, 34.292, 33.717, 31.991, 14.384, 13.809, 31.646, 57.192, 11.162,protein
27.152, 23.652, 9.272, 32.167, 36.897, 30.937, 14.191, 12.961, 35.099, 54.021, 10.88,protein
22.826, 21.498, 9.903, 32.609, 37.681, 29.71, 12.802, 10.024, 33.816, 52.536, 13.647,protein
12.579, 11.5, 8.446, 34.052, 46.181, 19.766, 7.367, 5.211, 42.498, 47.978, 9.524,protein
21.918, 20.548, 9.589, 26.027, 43.151, 30.822, 12.329, 9.589, 43.836, 43.151, 13.014,protein
15.0, 28.958, 11.042, 22.292, 38.125, 39.583, 8.75, 6.25, 32.083, 53.125, 14.792,protein
26.277, 22.628, 13.869, 33.212, 34.672, 32.117, 17.518, 8.759, 27.007, 55.839, 17.153,protein
20.0, 19.355, 11.613, 31.613, 36.774, 31.613, 6.452, 13.548, 34.839, 52.903, 12.258,protein
17.698, 25.743, 9.406, 23.391, 42.45, 34.158, 9.901, 7.797, 36.757, 50.0, 13.243,protein
34.444, 16.667, 6.667, 37.778, 32.222, 30.0, 17.778, 16.667, 31.111, 58.889, 10.0,protein
20.833, 17.857, 8.929, 31.548, 42.857, 25.595, 13.095, 7.738, 38.095, 53.571, 8.333,protein
29.707, 22.385, 8.787, 36.82, 34.1, 29.079, 14.644, 15.063, 28.87, 58.577, 12.552,protein
24.601, 26.518, 8.307, 32.588, 33.546, 33.866, 14.377, 10.224, 31.629, 56.23, 12.141,protein
24.553, 26.246, 12.135, 34.055, 27.469, 38.476, 12.324, 12.23, 26.058, 60.865, 13.076,protein
25.565, 24.396, 8.963, 32.892, 34.762, 32.346, 13.25, 12.315, 32.814, 56.274, 10.912,protein
11.366, 12.722, 8.342, 32.013, 47.341, 20.647, 6.882, 4.484, 43.691, 47.237, 9.072,protein
26.442, 28.486, 8.894, 35.096, 30.168, 34.736, 12.74, 13.702, 32.091, 57.933, 9.976,protein
23.4, 25.607, 10.817, 26.711, 39.956, 33.333, 13.024, 10.375, 33.775, 51.435, 14.79,protein
22.629, 24.21, 10.566, 26.955, 38.02, 35.025, 11.814, 10.815, 35.607, 51.997, 12.396,protein
24.779, 21.239, 13.274, 30.088, 32.743, 37.168, 11.504, 13.274, 32.743, 51.327, 15.929,protein
24.654, 23.529, 10.208, 31.315, 37.024, 31.661, 11.246, 13.408, 34.775, 53.028, 12.197,protein
20.27, 22.297, 10.135, 22.973, 47.297, 29.73, 12.162, 8.108, 45.27, 43.919, 10.811,protein
30.0, 28.75, 8.75, 35.0, 30.0, 35.0, 18.75, 11.25, 23.75, 65.0, 11.25,protein
28.205, 22.775, 11.614, 34.54, 33.786, 31.674, 13.273, 14.932, 32.579, 54.299, 13.122,protein
16.535, 35.433, 7.087, 18.898, 37.795, 43.307, 11.024, 5.512, 35.433, 51.181, 13.386,protein
19.096, 27.843, 9.767, 26.239, 37.026, 36.735, 10.641, 8.455, 33.236, 52.478, 14.286,protein
20.43, 15.054, 9.677, 38.71, 31.183, 30.108, 9.677, 10.753, 34.409, 54.839, 10.753,protein
26.174, 12.752, 8.725, 38.926, 41.611, 19.463, 15.436, 10.738, 40.268, 46.309, 13.423,protein
24.138, 20.69, 5.747, 40.23, 27.586, 32.184, 11.494, 12.644, 36.782, 55.172, 8.046,protein
33.492, 9.739, 3.088, 40.618, 46.318, 13.064, 18.052, 15.439, 47.743, 47.268, 4.988,protein
24.815, 26.753, 10.886, 33.948, 29.428, 36.624, 11.993, 12.823, 27.86, 59.594, 12.546,protein
24.059, 24.223, 12.93, 29.787, 33.224, 36.989, 13.584, 10.475, 31.097, 54.501, 14.403,protein
30.841, 24.065, 10.514, 37.383, 27.57, 35.047, 15.187, 15.654, 28.505, 57.71, 13.785,protein
26.636, 23.832, 11.449, 32.009, 33.879, 34.112, 14.019, 12.617, 28.505, 56.776, 14.72,protein
25.219, 21.272, 11.404, 31.579, 37.719, 30.702, 14.254, 10.965, 34.211, 51.754, 14.035,protein
10.502, 26.712, 14.612, 17.123, 42.237, 40.639, 6.849, 3.653, 36.986, 47.26, 15.753,sugar
17.594, 21.903, 13.285, 23.878, 41.113, 35.009, 9.156, 8.438, 37.343, 45.961, 16.697,sugar
15.458, 27.29, 13.931, 20.038, 38.931, 41.031, 8.588, 6.87, 33.779, 50.573, 15.649,sugar
16.481, 28.148, 11.667, 20.926, 40.556, 38.519, 9.815, 6.667, 34.259, 50.556, 15.185,sugar
10.791, 27.818, 19.185, 16.307, 35.731, 47.962, 6.715, 4.077, 31.894, 47.002, 21.103,sugar
24.798, 28.032, 7.817, 31.536, 33.154, 35.31, 13.208, 11.59, 28.841, 59.569, 11.59,sugar
12.463, 30.861, 12.76, 18.991, 38.279, 42.73, 7.418, 5.045, 33.234, 53.116, 13.65,sugar
19.344, 21.833, 10.973, 27.828, 41.063, 31.109, 9.276, 10.068, 38.462, 48.303, 13.235,sugar
15.326, 26.437, 14.751, 20.115, 38.697, 41.188, 9.195, 6.13, 33.525, 48.851, 17.625,sugar
13.922, 27.843, 11.961, 17.843, 42.941, 39.216, 8.824, 5.098, 37.451, 47.059, 15.49,sugar
24.086, 24.086, 10.467, 28.373, 37.074, 34.552, 13.241, 10.845, 35.057, 50.694, 14.25,sugar
11.183, 28.602, 13.763, 16.129, 38.28, 45.591, 6.237, 4.946, 35.699, 49.462, 14.839,sugar
9.669, 30.28, 7.888, 15.013, 43.003, 41.985, 6.361, 3.308, 40.967, 46.565, 12.468,sugar
14.199, 29.305, 16.616, 19.335, 35.045, 45.619, 9.366, 4.834, 29.003, 53.172, 17.825,sugar
